5,ERROR_BID_SERVICE_TIMEOUT,1
22,ERROR_BAD_REQUEST,2
7,ERROR_INCONSISTENT_DATA,2
9,ERROR_ACCESS_DENIED,1
13,ERROR_ACCESS_DENIED,2
23,ERROR_BID_SERVICE_TIMEOUT,1
14,ERROR_NO_BIDS_FOR_HOTEL,1
18,ERROR_INCONSISTENT_DATA,2
18,ERROR_BID_SERVICE_UNAVAILABLE,2
7,ERROR_BAD_REQUEST,2
23,ERROR_BID_SERVICE_UNAVAILABLE,1
15,ERROR_BAD_REQUEST,1
17,ERROR_ACCESS_DENIED,1
17,ERROR_NO_BIDS_FOR_HOTEL,1
0,ERROR_BAD_REQUEST,1
5,ERROR_BID_SERVICE_UNAVAILABLE,1
0,ERROR_BID_SERVICE_UNAVAILABLE,2
3,ERROR_BAD_REQUEST,1
7,ERROR_BID_SERVICE_TIMEOUT,1
18,ERROR_BID_SERVICE_TIMEOUT,1
8,ERROR_ACCESS_DENIED,2
21,ERROR_INCONSISTENT_DATA,2
22,ERROR_NO_BIDS_FOR_HOTEL,1
1,ERROR_BID_SERVICE_UNAVAILABLE,2
1,ERROR_BID_SERVICE_TIMEOUT,1
3,ERROR_NO_BIDS_FOR_HOTEL,1
12,ERROR_NO_BIDS_FOR_HOTEL,2
9,ERROR_BID_SERVICE_TIMEOUT,1
4,ERROR_BAD_REQUEST,1
13,ERROR_BID_SERVICE_TIMEOUT,1
8,ERROR_BID_SERVICE_UNAVAILABLE,1
4,ERROR_ACCESS_DENIED,1
15,ERROR_INCONSISTENT_DATA,1
11,ERROR_ACCESS_DENIED,1
23,ERROR_INCONSISTENT_DATA,2
19,ERROR_NO_BIDS_FOR_HOTEL,1
10,ERROR_BID_SERVICE_UNAVAILABLE,1
9,ERROR_BAD_REQUEST,2
15,ERROR_BID_SERVICE_TIMEOUT,1
2,ERROR_BID_SERVICE_UNAVAILABLE,1
2,ERROR_INCONSISTENT_DATA,2
14,ERROR_BID_SERVICE_UNAVAILABLE,1
19,ERROR_BAD_REQUEST,1
11,ERROR_INCONSISTENT_DATA,1
20,ERROR_BAD_REQUEST,1
12,ERROR_BID_SERVICE_UNAVAILABLE,4
8,ERROR_BID_SERVICE_TIMEOUT,3
20,ERROR_INCONSISTENT_DATA,1
5,ERROR_INCONSISTENT_DATA,2
7,ERROR_BID_SERVICE_UNAVAILABLE,1
1,ERROR_BAD_REQUEST,1
10,ERROR_INCONSISTENT_DATA,1
19,ERROR_ACCESS_DENIED,1
4,ERROR_NO_BIDS_FOR_HOTEL,3
22,ERROR_INCONSISTENT_DATA,3
22,ERROR_ACCESS_DENIED,1
21,ERROR_BID_SERVICE_UNAVAILABLE,1
2,ERROR_BID_SERVICE_TIMEOUT,2
9,ERROR_INCONSISTENT_DATA,2
5,ERROR_NO_BIDS_FOR_HOTEL,1
1,ERROR_ACCESS_DENIED,2
6,ERROR_ACCESS_DENIED,2
2,ERROR_NO_BIDS_FOR_HOTEL,1
5,ERROR_ACCESS_DENIED,1
8,ERROR_BAD_REQUEST,1
11,ERROR_BID_SERVICE_TIMEOUT,1
7,ERROR_ACCESS_DENIED,2
10,ERROR_BID_SERVICE_TIMEOUT,3
23,ERROR_NO_BIDS_FOR_HOTEL,1
12,ERROR_INCONSISTENT_DATA,1
13,ERROR_NO_BIDS_FOR_HOTEL,2
16,ERROR_BID_SERVICE_TIMEOUT,2
15,ERROR_NO_BIDS_FOR_HOTEL,1
23,ERROR_ACCESS_DENIED,1
17,ERROR_BAD_REQUEST,2
17,ERROR_BID_SERVICE_TIMEOUT,1
6,ERROR_NO_BIDS_FOR_HOTEL,1
13,ERROR_BID_SERVICE_UNAVAILABLE,1
18,ERROR_BAD_REQUEST,2
0,ERROR_ACCESS_DENIED,1
19,ERROR_BID_SERVICE_TIMEOUT,2
6,ERROR_INCONSISTENT_DATA,1
2,ERROR_BAD_REQUEST,2
9,ERROR_NO_BIDS_FOR_HOTEL,1
16,ERROR_BAD_REQUEST,1
6,ERROR_BAD_REQUEST,3
